id,name,city,state,country,status,facility_page
10636,"Anchor Home for Boys",Zapata,TX,"United States",Closed,https://kidsoverprofits.org/facility/anchor-home-for-boys-tx/
10637,"Angelina County Juvenile Detention Center",Lufkin,TX,"United States",Open,
10638,"Annunciation Maternity Home, Inc.",Georgetown,TX,"United States",Open,https://kidsoverprofits.org/facility/annunciation-maternity-home-inc-tx/
10639,"Arms of Hope Residential Care Home",Plano,TX,"United States",Open,
10640,"Aspire 2 Dream",Beaumont,TX,"United States",Open,https://kidsoverprofits.org/facility/aspire-2-dream-tx/
10641,"Atascosa County Juvenile Justice Center",Jourdanton,TX,"United States",Open,
10642,"Athletes for Change","Glenn Heights",TX,"United States",Open,https://kidsoverprofits.org/facility/athletes-for-change-tx/
10643,"Austin Children’s Shelter",Austin,TX,"United States",Open,
10645,"Autistic Treatment Center","Bldg 2 San Antonio",TX,"United States",Open,https://kidsoverprofits.org/facility/autistic-treatment-center-tx/
10646,"Avalon Center GRO",Eddy,TX,"United States",Open,
10647,"Ayres House","San Antonio",TX,"United States",Open,
10648,"Azleway Boys Ranch",Tyler,TX,"United States",Open,https://kidsoverprofits.org/facility/azleway-boys-ranch-tx/
10649,"Azleway Valley View – Training Center",Tyler,TX,"United States",Open,
10650,"Azleway, Inc.",Tyler,TX,"United States",Open,
10651,"Baptist Children’s Home Ministry","San Antonio",TX,"United States",Open,
10652,"Bayes Achievement Center",Huntsville,TX,"United States",Open,https://kidsoverprofits.org/facility/bayes-achievement-center-tx/
10653,"BCFS Health and Human Services – Basic Care","90 San Antonio",TX,"United States",Open,
10654,"Behavior Living",McKinney,TX,"United States",Open,
10655,"Bell County Juvenile Services Center",Killeen,TX,"United States",Open,
10656,"Ben Richey’s Boys Ranch",Abilene,TX,"United States",Open,https://kidsoverprofits.org/facility/ben-richey-s-boys-ranch-tx/
10657,"Bexar County Juvenile Detention Center","San Antonio",TX,"United States",Open,
10658,"Big Springs Ranch for Children",Leakey,TX,"United States",Open,
10659,"Bill Logue Juvenile Justice Center",Waco,TX,"United States",Open,
10660,"Bluebonnet Youth Ranch","77A S Yoakum",TX,"United States",Open,
10661,"Bokenkamp Children’s Shelter","Corpus Christi",TX,"United States",Open,
10662,"Boles Children’s Home Inc",", Quinlan",TX,"United States",Open,https://kidsoverprofits.org/facility/boles-children-s-home-inc-tx/
10663,"Boys & Girls Country of Houston",Hockley,TX,"United States",Open,https://kidsoverprofits.org/facility/boys-girls-country-of-houston-tx/
10664,"Boys Haven of America",Beaumont,TX,"United States",Open,https://kidsoverprofits.org/facility/boys-haven-of-america-tx/
10665,"Boysville Texas GRO",Converse,TX,"United States",Open,
10666,"Brazoria County Juvenile Detention Center",Angleton,TX,"United States",Open,
10667,"Bridge to Hope",Early,TX,"United States",Open,https://kidsoverprofits.org/facility/bridge-to-hope-tx/
10668,"Brookhaven Youth Ranch",West,TX,"United States",Open,https://kidsoverprofits.org/facility/brookhaven-youth-ranch-tx/
10669,"Brownson Home",Victoria,TX,"United States",Open,https://kidsoverprofits.org/facility/brownson-home-tx/
10670,"Buckner Baptist Children’s Home",Dallas,TX,"United States",Open,
10671,"Burke Center for Youth – Pathfinder’s Ranch",Driftwood,TX,"United States",Open,
10672,"Cal Farley’s Boys Ranch","Boys Ranch",TX,"United States",Open,https://kidsoverprofits.org/facility/cal-farley-s-boys-ranch-tx/
10673,"Camp Woodland Springs",Dallas,TX,"United States",Closed,
10674,"Camp Worth, LLC","Fort Worth",TX,"United States",Open,https://kidsoverprofits.org/facility/camp-worth-llc-tx/
10675,"Caring Heart Residential Care Services LLC",Richmond,TX,"United States",Open,https://kidsoverprofits.org/facility/caring-heart-residential-care-services-llc-tx/
10676,"Carter’s Kids RTC",Richmond,TX,"United States",Open,
10677,"Castillo Children’s Center",Woodville,TX,"United States",Open,https://kidsoverprofits.org/facility/castillo-children-s-center-tx/
10678,"Cenikor Foundation",Amarillo,TX,"United States",Open,https://kidsoverprofits.org/facility/cenikor-foundation-tx/
10679,"Center for Discovery – Cypress Campus",Cypress,TX,"United States",Open,
10680,"Center for Discovery – Plano Campus",Plano,TX,"United States",Open,
10681,"Center for Success and Independence",Houston,TX,"United States",Open,https://kidsoverprofits.org/facility/center-for-success-and-independence-tx/
10682,"Central Texas Children’s Home","Unit a Buda",TX,"United States",Open,https://kidsoverprofits.org/facility/central-texas-children-s-home-tx/
10683,"Champion Oak Ranch","080 Jasper",TX,"United States",Open,
10684,"Children’s Health Eating Disorders",Plano,TX,"United States",Open,
10685,"Children’s Hope Residential Services Inc – Lubbock",Lubbock,TX,"United States",Open,
10686,"Children’s Hope Residential Services Inc – Washington",Levelland,TX,"United States",Open,
10687,"Children’s Hope Residential Services Inc – West",Levelland,TX,"United States",Open,
10688,"Children’s Hope Residential Services, Inc.",Levelland,TX,"United States",Open,
10689,"Children’s Village and Family Service Agency, Inc.",Tyler,TX,"United States",Open,https://kidsoverprofits.org/facility/children-s-village-and-family-service-agency-inc-tx/
10690,"CHRIO Residential",Pharr,TX,"United States",Open,
10691,"Christ’s Haven for Children","Fort Worth",TX,"United States",Open,https://kidsoverprofits.org/facility/christ-s-haven-for-children-tx/
10692,"CHS Loma Alta Shelter",Brownsville,TX,"United States",Open,
10693,"CHS Trail House Program","El Paso",TX,"United States",Open,
10694,"CHSI Los Fresnos Shelter","Los Fresnos",TX,"United States",Open,
10695,"CHSI Norma Linda Shelter","100 Los Fresnos",TX,"United States",Open,
10696,"CHSI Stanford House Shelter",", Los Fresnos",TX,"United States",Open,
10697,"Clearfork Academy Boys Campus – Fort Worth","Fort Worth",TX,"United States",Open,
10698,"Clearfork Academy Girls Campus – Cleburne",Cleburne,TX,"United States",Open,
10700,"Coke County Juvenile Justice Center",Bronte,TX,"United States",Closed,
10701,"Concho Valley Home for Girls","San Angelo",TX,"United States",Open,https://kidsoverprofits.org/facility/concho-valley-home-for-girls-tx/
10702,"Connections Individual and Family Services, Inc.","New Braunfels",TX,"United States",Open,https://kidsoverprofits.org/facility/connections-individual-and-family-services-inc-tx/
10703,"Cook, Fannin, and Grayson County Juvenile Detention Center/Boot Camp",Denison,TX,"United States",Open,
10704,"Creighton Oaks Treatment Center",Conroe,TX,"United States",Open,
10705,"Crockett State School",Crockett,TX,"United States",Closed,https://kidsoverprofits.org/facility/crockett-state-school-tx/
10706,"Cumberland Presbyterian Children’s Home",Denton,TX,"United States",Open,
10707,"Cypress Creek",Houston,TX,"United States",Open,https://kidsoverprofits.org/facility/cypress-creek-tx/
10708,"Dallas County Juvenile Department – Letot RTC",Dallas,TX,"United States",Open,
10709,"Dallas County Juvenile Department – Lyle B. Medlock RTC",Dallas,TX,"United States",Open,
10710,"Dallas County Juvenile Department – Youth Village",Dallas,TX,"United States",Open,
10711,"Darrell B. Hester Juvenile Detention Center","San Benito",TX,"United States",Open,
10712,"Daystar Residential, Inc.",Manvel,TX,"United States",Closed,https://kidsoverprofits.org/facility/daystar-residential-inc-tx/
10713,"Denton County Juvenile Detention",Denton,TX,"United States",Open,
10714,"DePelchin Children’s Center – Houston",Houston,TX,"United States",Open,
10715,"DePelchin Children’s Center-Richmond Campus",Richmond,TX,"United States",Open,https://kidsoverprofits.org/facility/depelchin-children-s-center-richmond-campus-tx/
10716,"Devereux Advanced Behavioral Health RTC","League City",TX,"United States",Open,
10717,"Devereux RTC",Victoria,TX,"United States",Open,
10718,"Discovery Mood and Anxiety – Dripping Springs, TX,","Dripping Springs",TX,"United States",Open,
10719,"Discovery Practice Management",Plano,TX,"United States",Open,https://kidsoverprofits.org/facility/discovery-practice-management-tx/
10720,"Dr. Jerome McNeil Jr. Detention Center",Dallas,TX,"United States",Open,
10721,"Dream Residential Treatment Center Inc.",Houston,TX,"United States",Open,https://kidsoverprofits.org/facility/dream-residential-treatment-center-inc-tx/
10722,"East Texas Open Door",Marshall,TX,"United States",Open,https://kidsoverprofits.org/facility/east-texas-open-door-tx/
10723,"Eating Recovery Center – Plano Campus,",Plano,TX,"United States",Open,
10724,"Ector County Youth Center",Odessa,TX,"United States",Open,
10725,"Edna Tamayo House",Harlingen,TX,"United States",Open,
10726,"El Paso County Juvenile Detention Center","El Paso",TX,"United States",Open,
10727,"Elijah’s House Texarkana",Texarkana,TX,"United States",Open,
10728,"Embracing Destiny Foundation GRO",Spring,TX,"United States",Open,https://kidsoverprofits.org/facility/embracing-destiny-foundation-gro-tx/
10729,"Embracing Destiny Foundation RTC",Spring,TX,"United States",Open,https://kidsoverprofits.org/facility/embracing-destiny-foundation-rtc-tx/
10730,"Equinox Counseling and Wellness Center – Houston,","Sugar Land",TX,"United States",Open,
10731,"Everyday Life Inc",Bryan,TX,"United States",Open,https://kidsoverprofits.org/facility/everyday-life-inc-tx/
10732,"Evins Regional Juvenile Center",Edinburg,TX,"United States",Open,
10733,"Faith Outreach Center International Christian Base Camp","San Antonio",TX,"United States",Open,
10734,"Faith Ranch",Uvalde,TX,"United States",Closed,
10735,"Five Oaks Achievement Center","New Ulm",TX,"United States",Open,https://kidsoverprofits.org/facility/five-oaks-achievement-center-tx/
10736,"Fort Behavioral Health","Fort Worth",TX,"United States",Open,https://kidsoverprofits.org/facility/fort-behavioral-health-tx/
10737,"Fort Bend County Juvenile Detention Center",Richmond,TX,"United States",Open,
10738,"Foster’s Home for Children",Stephenville,TX,"United States",Open,
10739,"Fostering Life Youth Ranch",Levelland,TX,"United States",Open,https://kidsoverprofits.org/facility/fostering-life-youth-ranch-tx/
10740,"Freedom Place RTC",Spring,TX,"United States",Open,
10742,"Gainesville State School",Gainesville,TX,"United States",Open,
10743,"Galveston Multicultural Institute",Galveston,TX,"United States",Closed,
10744,"Garza County Regional Juvenile Center",Post,TX,"United States",Open,
10745,"Gatesville State School",Gatesville,TX,"United States",Unknown,https://kidsoverprofits.org/facility/gatesville-state-school-tx/
10746,"Giddings State School",Giddings,TX,"United States",Open,
10747,"Girls Haven RTC",Beaumont,TX,"United States",Open,
10748,"Gold Star Academy",Spring,TX,"United States",Open,
10749,"Good Shepherd RTC",Tomball,TX,"United States",Open,
10750,"Grace House Children’s Center",McAllen,TX,"United States",Open,
10751,"Grace of God Boys’ Home","Corpus Christi",TX,"United States",Closed,
10752,"Grace Place",Lucas,TX,"United States",Open,
10753,"Greater San Marcos Youth Council","San Marcos",TX,"United States",Open,https://kidsoverprofits.org/facility/greater-san-marcos-youth-council-tx/
10754,"Gregg County Juvenile Detention Center",Longview,TX,"United States",Open,
10755,"Guadalupe County Juvenile Detention Center",Seguin,TX,"United States",Open,
10756,"Guardian Angels I Residential Treatment Center",Houston,TX,"United States",Open,https://kidsoverprofits.org/facility/guardian-angels-i-residential-treatment-center-tx/
10757,"Guiding Light Residential Treatment Center LLC","San Antonio",TX,"United States",Open,
10758,"Gulf Winds RTC","Bay City",TX,"United States",Open,
10759,"Habilitative Homes","San Antonio",TX,"United States",Open,https://kidsoverprofits.org/facility/habilitative-homes-tx/
10761,"Hands of Faith GRO",Lancaster,TX,"United States",Open,https://kidsoverprofits.org/facility/hands-of-faith-gro-tx/
10762,"Hands of Healing RTC",Baytown,TX,"United States",Open,https://kidsoverprofits.org/facility/hands-of-healing-rtc-tx/
10763,"Happy Hills Farm Academy/Home",Granbury,TX,"United States",Open,
10764,"Hardin County Juvenile Detention Center",Kountze,TX,"United States",Open,
10765,"Harmony Therapy and Treatment Center",Spring,TX,"United States",Open,https://kidsoverprofits.org/facility/harmony-therapy-and-treatment-center-tx/
10766,"Harris County Juvenile Detention Center",Houston,TX,"United States",Open,
10767,"Have Haven Inc. RTC",Houston,TX,"United States",Open,
10768,"Haven of Rest Care Home","Fort Worth",TX,"United States",Open,https://kidsoverprofits.org/facility/haven-of-rest-care-home-tx/
10769,"Hays County Juvenile Detention","San Marcos",TX,"United States",Open,
10770,"Hazel Street Recovery Center for Adolescent Males",Texarkana,TX,"United States",Open,
10771,HeartBridges,Cypress,TX,"United States",Open,
10772,"Heartlight Ministries",Hallsville,TX,"United States",Open,https://kidsoverprofits.org/facility/heartlight-ministries-tx/
10773,"Hearts With Hope Foundation – GRO",Spring,TX,"United States",Open,https://kidsoverprofits.org/facility/hearts-with-hope-foundation-gro-tx/
10774,"Hearts with Hope Foundation – RTC",Spring,TX,"United States",Open,
10775,"Hector Garza Residential Treatment Center","San Antonio",TX,"United States",Open,
10776,"Helping Hand Home for Children – RTP",Austin,TX,"United States",Open,
10777,"Hendrick Home for Children",Abilene,TX,"United States",Open,https://kidsoverprofits.org/facility/hendrick-home-for-children-tx/
10778,"Hidden Cove Residential Treatment Center",Arlington,TX,"United States",Open,https://kidsoverprofits.org/facility/hidden-cove-residential-treatment-center-tx/
10779,"High Frontier RTC","Fort Davis",TX,"United States",Open,
10780,"High Plains Children’s Home",Amarillo,TX,"United States",Open,https://kidsoverprofits.org/facility/high-plains-children-s-home-tx/
10781,"High Sky Children’s Ranch",Midland,TX,"United States",Open,https://kidsoverprofits.org/facility/high-sky-children-s-ranch-tx/
10782,"Hill Country Youth Ranch Residential Treatment Center",Ingram,TX,"United States",Open,https://kidsoverprofits.org/facility/hill-country-youth-ranch-residential-treatment-center-tx/
10783,"HMIH Cedar Crest, LLC",Belton,TX,"United States",Open,https://kidsoverprofits.org/facility/hmih-cedar-crest-llc-tx/
10784,"Hold My Hand Residential Treatment Center",Houston,TX,"United States",Open,
10785,"Home of Hope Texas",Conroe,TX,"United States",Open,
10786,"Hope Center Wilderness Camp",Groveton,TX,"United States",Closed,
10787,"Hope Haven of East Texas",Lindale,TX,"United States",Open,https://kidsoverprofits.org/facility/hope-haven-of-east-texas-tx/
10788,"Hope Village",Friendswood,TX,"United States",Open,
10789,"Houston Serenity Place GRO",Houston,TX,"United States",Open,
10790,"Houston Serenity Place Inc.",Houston,TX,"United States",Open,
10791,"Houston Wee Care Shelter Inc",Spring,TX,"United States",Open,
10792,"Independence Farm",Corsicana,TX,"United States",Open,https://kidsoverprofits.org/facility/independence-farm-tx/
10793,"Inspirational Hope House",Conroe,TX,"United States",Open,https://kidsoverprofits.org/facility/inspirational-hope-house-tx/
10794,"J. Flowers Health Institute",Houston,TX,"United States",Open,
10795,"Jerry J. Esmond Juvenile Justice Center",Dickinson,TX,"United States",Open,
10796,"John R. Roach Juvenile Detention Center",McKinney,TX,"United States",Open,
10797,"Jonathan’s Place",Garland,TX,"United States",Open,
10798,"Joshua Home","Burnet County",TX,"United States",Closed,
