state,unique_name,facility_name
ILLINOIS,Adams County Juvenile Detention,Adams County Juvenile Detention
ILLINOIS,Alternative Behavior Treatment Center,Alternative Behavior Treatment Center
ILLINOIS,Baptist Children’s Home,Baptist Children’s Home
ILLINOIS,Brehm Preparatory School,Brehm Preparatory School
ILLINOIS,Brightpoint Rice Child and Family Center,Brightpoint Rice Child and Family Center
ILLINOIS,Catholic Children’s Home,Catholic Children’s Home
ILLINOIS,Central East Alcoholism and Drug Council Adolescent Residential Program,Central East Alcoholism and Drug Council Adolescent Residential Program
ILLINOIS,Chaddock,Chaddock
ILLINOIS,CHAIL Youth Farm,CHAIL Youth Farm
ILLINOIS,Champaign County Detention,Champaign County Detention
ILLINOIS,Chicago Lakeshore Hospital,Chicago Lakeshore Hospital
ILLINOIS,Children’s Home Association of Illinois,Children’s Home Association of Illinois
ILLINOIS,Children's Home - Columbia,Children's Home - Columbia
ILLINOIS,Children's Home - Sommer,Children's Home - Sommer
ILLINOIS,Childserv,Childserv
ILLINOIS,Cook County Juvenile Detention Center,Cook County Juvenile Detention Center
ILLINOIS,Cunningham - Girls Group Home,Cunningham - Girls Group Home
ILLINOIS,Cunningham - Kendall Gill Boys Group Home,Cunningham - Kendall Gill Boys Group Home
ILLINOIS,Franklin County Juvenile Detention Center,Franklin County Juvenile Detention Center
ILLINOIS,Goldie B. Floberg Center Residential Children’s Program,Goldie B. Floberg Center Residential Children’s Program
ILLINOIS,Guardian Angel Home,Guardian Angel Home
ILLINOIS,Hartgrove Hospital,Hartgrove Hospital
ILLINOIS,Hephzibah Children’s Association Residential Program,Hephzibah Children’s Association Residential Program
ILLINOIS,Hope Institute - Belhaven,Hope Institute - Belhaven
ILLINOIS,Hope Institute- Bluestem,Hope Institute- Bluestem
ILLINOIS,Hope Institute - Buford,Hope Institute - Buford
ILLINOIS,Hope Institute - Claremont,Hope Institute - Claremont
ILLINOIS,Hope Institute - Cormorant,Hope Institute - Cormorant
ILLINOIS,Hope Institute - Delano,Hope Institute - Delano
ILLINOIS,Hope Institute - Halifax,Hope Institute - Halifax
ILLINOIS,Hope Institute - Hazel,Hope Institute - Hazel
ILLINOIS,Hope Institute - Heather Mill,Hope Institute - Heather Mill
ILLINOIS,Hope Institute - James,Hope Institute - James
ILLINOIS,Hope Institute - Lindbergh,Hope Institute - Lindbergh
ILLINOIS,Hope Institute - Nyre,Hope Institute - Nyre
ILLINOIS,Hope Institute - Red Oak,Hope Institute - Red Oak
ILLINOIS,Hope Institute - Springwood,Hope Institute - Springwood
ILLINOIS,Hope Institute - Stockton,Hope Institute - Stockton
ILLINOIS,"Hoyleton Youth And Family Services - Cottages A, B, C, D, F","Hoyleton Youth And Family Services - Cottages A, B, C, D, F"
ILLINOIS,Hoyleton Youth And Family Services - Schippel House,Hoyleton Youth And Family Services - Schippel House
ILLINOIS,Hulse Detention Center,Hulse Detention Center
ILLINOIS,IYC Chicago,IYC Chicago
ILLINOIS,IYC Harrisburg,IYC Harrisburg
ILLINOIS,IYC Pere Marquette,IYC Pere Marquette
ILLINOIS,IYC Warrenville,IYC Warrenville
ILLINOIS,JTC JUMP Program,JTC JUMP Program
ILLINOIS,Kane County Juvenile Detention Center,Kane County Juvenile Detention Center
ILLINOIS,Kemmerer Village,Kemmerer Village
ILLINOIS,LaSalle County Detention Home,LaSalle County Detention Home
ILLINOIS,Lawrence Hall - Ashland,Lawrence Hall - Ashland
ILLINOIS,Little Friends Center For Autism,Little Friends Center For Autism
ILLINOIS,Little City ChildBridge Center for Group-Home Living,Little City ChildBridge Center for Group-Home Living
ILLINOIS,Madison County Detention,Madison County Detention
ILLINOIS,Maryville Academy,Maryville Academy
ILLINOIS,McClean County Detention,McClean County Detention
ILLINOIS,Montrose Behavioral Health Hospital,Montrose Behavioral Health Hospital
ILLINOIS,NeuroRestorative Academy Cardinals House,NeuroRestorative Academy Cardinals House
ILLINOIS,NeuroRestorative Bears House,NeuroRestorative Bears House
ILLINOIS,NeuroRestorative Berkshire House,NeuroRestorative Berkshire House
ILLINOIS,NeuroRestorative Birch House,NeuroRestorative Birch House
ILLINOIS,NeuroRestorative Blackhawks House,NeuroRestorative Blackhawks House
ILLINOIS,NeuroRestorative Bonsai House,NeuroRestorative Bonsai House
ILLINOIS,NeuroRestorative Bridge House,NeuroRestorative Bridge House
ILLINOIS,NeuroRestorative Cubs House,NeuroRestorative Cubs House
ILLINOIS,NeuroRestorative Cypress House,NeuroRestorative Cypress House
ILLINOIS,NeuroRestorative Deer House,NeuroRestorative Deer House
ILLINOIS,NeuroRestorative Helen House,NeuroRestorative Helen House
ILLINOIS,NeuroRestorative Mount Prospect House,NeuroRestorative Mount Prospect House
ILLINOIS,NeuroRestorative Willow House,NeuroRestorative Willow House
ILLINOIS,NeuroRestorative Woodlake House,NeuroRestorative Woodlake House
ILLINOIS,Norman C Sleezer Youth Home,Norman C Sleezer Youth Home
ILLINOIS,Nexus Indian Oaks Family Healing,Nexus Indian Oaks Family Healing
ILLINOIS,Nexus Onarga Family Healing,Nexus Onarga Family Healing
ILLINOIS,Northern Illinois Academy,Northern Illinois Academy
ILLINOIS,PACTT - Oak Park,PACTT - Oak Park
ILLINOIS,Pavilion Behavioral Health System Adolescent RTC,Pavilion Behavioral Health System Adolescent RTC
ILLINOIS,Peoria County Detention Center,Peoria County Detention Center
ILLINOIS,River Valley Justice Center,River Valley Justice Center
ILLINOIS,Riveredge Hospital Adolescent Treatment Program,Riveredge Hospital Adolescent Treatment Program
ILLINOIS,Rock River Academy,Rock River Academy
ILLINOIS,Rosecrance Behavioral Health,Rosecrance Behavioral Health
ILLINOIS,Salem4youth,Salem4youth
ILLINOIS,Spero Family Services - Residential,Spero Family Services - Residential
ILLINOIS,St Clair County Detention,St Clair County Detention
ILLINOIS,Swann Special Care Center,Swann Special Care Center
ILLINOIS,The Sonia Shankman Orthogenic School,The Sonia Shankman Orthogenic School
ILLINOIS,Timberline Knolls RTC,Timberline Knolls RTC
ILLINOIS,Vermilion County Juvenile Detention Center,Vermilion County Juvenile Detention Center
ILLINOIS,Winnebago County Juvenile Detention Center,Winnebago County Juvenile Detention Center
INDIANA,Allen County Youth Services Center,Allen County Youth Services Center
INDIANA,Alternative House,Alternative House
INDIANA,Bartholomew County Youth Services Center,Bartholomew County Youth Services Center
INDIANA,Bashor Children’s Home,Bashor Children’s Home
INDIANA,Beacon Medical Group Behavioral Health,Beacon Medical Group Behavioral Health
INDIANA,Binkley House,Binkley House
INDIANA,Campagna Academy,Campagna Academy
INDIANA,Cardinal Point,Cardinal Point
INDIANA,"Childplace, Inc. - Bales Cottage for Girls","Childplace, Inc. - Bales Cottage for Girls"
INDIANA,"Childplace, Inc. - Horizons II","Childplace, Inc. - Horizons II"
INDIANA,Children's Bureau Inc - Family Support Center,Children's Bureau Inc - Family Support Center
INDIANA,Clark County Youth Shelter,Clark County Youth Shelter
INDIANA,Columbus Behavioral Center,Columbus Behavioral Center
INDIANA,Crossroad Child & Family Services,Crossroad Child & Family Services
INDIANA,Damar Services - Group Home North,Damar Services - Group Home North
INDIANA,Damar Services - Longwell Group Home,Damar Services - Longwell Group Home
INDIANA,Damar Services - Orchard Grove Home,Damar Services - Orchard Grove Home
INDIANA,Damar Services - Pass Group Home,Damar Services - Pass Group Home
INDIANA,Damar Services - Sweet River Home,Damar Services - Sweet River Home
INDIANA,Damar Services - Tenrab Group Home,Damar Services - Tenrab Group Home
INDIANA,DePaul Academy,DePaul Academy
INDIANA,Dorothy Crowley Juvenile Services Center,Dorothy Crowley Juvenile Services Center
INDIANA,Franciscan St. Francis Center,Franciscan St. Francis Center
INDIANA,Gateway Woods Family Services,Gateway Woods Family Services
INDIANA,Gibault Children’s Services,Gibault Children’s Services
INDIANA,Hephzibah House,Hephzibah House
INDIANA,Hillcrest Youth Services,Hillcrest Youth Services
INDIANA,Indiana Center for Recovery Adolescents,Indiana Center for Recovery Adolescents
INDIANA,Indiana Developmental Training Center,Indiana Developmental Training Center
INDIANA,Indiana United Methodist Children’s Home - Coons Cottage,Indiana United Methodist Children’s Home - Coons Cottage
INDIANA,Indiana United Methodist Children’s Home - Godwin Cottage,Indiana United Methodist Children’s Home - Godwin Cottage
INDIANA,Indiana United Methodist Children’s Home - Temple Cottage,Indiana United Methodist Children’s Home - Temple Cottage
INDIANA,Indiana United Methodist Children’s Home - Wesley Cottage,Indiana United Methodist Children’s Home - Wesley Cottage
INDIANA,Indiana United Methodist Children’s Home - Cottage #5,Indiana United Methodist Children’s Home - Cottage #5
INDIANA,Indiana United Methodist Children’s Home - Cottage #6,Indiana United Methodist Children’s Home - Cottage #6
INDIANA,Jessie Levering Cary Home for Children,Jessie Levering Cary Home for Children
INDIANA,Judge Robert Brown Jackson Juvenile Home,Judge Robert Brown Jackson Juvenile Home
INDIANA,Kids Place,Kids Place
INDIANA,Lutheran Child and Family Services,Lutheran Child and Family Services
INDIANA,Lutherwood Residential Treatment - StopGap Group Home,Lutherwood Residential Treatment - StopGap Group Home
INDIANA,Lutherwood Residential Treatment - Trinity House Group Home,Lutherwood Residential Treatment - Trinity House Group Home
INDIANA,Michiana Behavioral Health,Michiana Behavioral Health
INDIANA,Midwest Center for Youth and Families,Midwest Center for Youth and Families
INDIANA,Neighborhood Mentoring Academy - Catherine's Place,Neighborhood Mentoring Academy - Catherine's Place
INDIANA,Neighborhood Mentoring Academy - Union House I,Neighborhood Mentoring Academy - Union House I
INDIANA,Neighborhood Mentoring Academy - Union House II,Neighborhood Mentoring Academy - Union House II
INDIANA,Oaklawn,Oaklawn
INDIANA,Open Arms Christian Ministries,Open Arms Christian Ministries
INDIANA,Open Door Youth Services,Open Door Youth Services
INDIANA,Paddock View Residential Center,Paddock View Residential Center
INDIANA,Pierceton Woods Academy,Pierceton Woods Academy
INDIANA,Pierceton Woods Academy - Spencer Home,Pierceton Woods Academy - Spencer Home
INDIANA,Resource Treatment Center - Carina Group Home,Resource Treatment Center - Carina Group Home
INDIANA,Resource Treatment Center - Polaris Group Home,Resource Treatment Center - Polaris Group Home
INDIANA,Resource Treatment Center - Wind Rose Home for Girls,Resource Treatment Center - Wind Rose Home for Girls
INDIANA,Robert J. Kinsey Youth Center,Robert J. Kinsey Youth Center
INDIANA,SAE Response - Thrive Group Home,SAE Response - Thrive Group Home
INDIANA,Safe Passage Indiana,Safe Passage Indiana
INDIANA,Scholer Home,Scholer Home
INDIANA,Shults-Lewis Child and Family Services,Shults-Lewis Child and Family Services
INDIANA,St. Vincent Anderson Regional Hospital,St. Vincent Anderson Regional Hospital
INDIANA,The Refuge Girls Academy,The Refuge Girls Academy
INDIANA,Transitions Academy,Transitions Academy
INDIANA,United Methodist Youth Home - Holder Home Program,United Methodist Youth Home - Holder Home Program
INDIANA,United Methodist Youth Home - New Beginnings,United Methodist Youth Home - New Beginnings
INDIANA,United Methodist Youth Home - Pathways Program,United Methodist Youth Home - Pathways Program
INDIANA,Valle Vista Health System,Valle Vista Health System
INDIANA,Vigo County Homes for Children - Carpenter Home,Vigo County Homes for Children - Carpenter Home
INDIANA,Vigo County Homes for Children - Glenn House,Vigo County Homes for Children - Glenn House
INDIANA,Wellstone Regional Hospital,Wellstone Regional Hospital
INDIANA,White’s Residential and Family Services,White’s Residential and Family Services
INDIANA,Woodburn Christian Children's Home,Woodburn Christian Children's Home
INDIANA,Woodford Home,Woodford Home
INDIANA,Youth Encouragement Services,Youth Encouragement Services
INDIANA,Youth Opportunity Center,Youth Opportunity Center
INDIANA,Youth Service Bureau of Jay County,Youth Service Bureau of Jay County
INDIANA,Youth Service Bureau Safe Station,Youth Service Bureau Safe Station
INDIANA,Compass Rose Academy,Compass Rose Academy
INDIANA,Indiana Sheriffs' Youth Ranch,Indiana Sheriffs' Youth Ranch
INDIANA,Lexington Academy,Lexington Academy
INDIANA,New Horizons Youth Ministries,New Horizons Youth Ministries
INDIANA,Options Behavioral Health System,Options Behavioral Health System
OHIO,Pathway Family Center,Pathway Family Center
INDIANA,"St. Joseph Home for Boys, Inc.","St. Joseph Home for Boys, Inc."
INDIANA,Success ACQ Corp,Success ACQ Corp
INDIANA,Wernle Youth & Family Treatment Center,Wernle Youth & Family Treatment Center
INDIANA,Wheatfield Academy,Wheatfield Academy
INDIANA,Willowglen Academy - Indiana,Willowglen Academy - Indiana
IOWA,Anchor Character Training Center,Anchor Character Training Center
IOWA,Beloit RTC,Beloit RTC
IOWA,Boys and Girls Home Residential Treatment,Boys and Girls Home Residential Treatment
IOWA,Central Iowa Juvenile Detention Center,Central Iowa Juvenile Detention Center
IOWA,Children’s Square USA PMIC,Children’s Square USA PMIC
IOWA,Christamore Family Treatment Center,Christamore Family Treatment Center
IOWA,Clarinda Academy,Clarinda Academy
IOWA,Eldora Boys State Training School,Eldora Boys State Training School
IOWA,Ellipsis Ross Campus RTC,Ellipsis Ross Campus RTC
IOWA,Forest Ridge Youth Services,Forest Ridge Youth Services
IOWA,Four Oaks Family & Children’s Services,Four Oaks Family & Children’s Services
IOWA,Gerard Treatment Programs,Gerard Treatment Programs
IOWA,Glenwood Resource Center,Glenwood Resource Center
IOWA,Graybell Academy Youth Services,Graybell Academy Youth Services
IOWA,Hillcrest Family Services Adolescent Residential,Hillcrest Family Services Adolescent Residential
IOWA,Iowa Juvenile Home,Iowa Juvenile Home
IOWA,Jerry Rabiner Memorial Boys’ Ranch,Jerry Rabiner Memorial Boys’ Ranch
IOWA,Linn County Juvenile Detention,Linn County Juvenile Detention
IOWA,LSI Bremwood,LSI Bremwood
IOWA,Midwest Academy,Midwest Academy
IOWA,Midwest Christian Services,Midwest Christian Services
IOWA,North Iowa Juvenile Detention Center,North Iowa Juvenile Detention Center
IOWA,Northwest Iowa YES Center,Northwest Iowa YES Center
IOWA,Polk County Juvenile Detention,Polk County Juvenile Detention
IOWA,Scott County Juvenile Detention,Scott County Juvenile Detention
IOWA,Southwest Iowa Juvenile Detention,Southwest Iowa Juvenile Detention
IOWA,SUMMIT Program,SUMMIT Program
IOWA,Wittenmyer Youth Center,Wittenmyer Youth Center
IOWA,Woodbury County Juvenile Detention,Woodbury County Juvenile Detention
IOWA,Woodward Academy,Woodward Academy
IOWA,YSS Ember Recovery,YSS Ember Recovery
KANSAS,Discovery Mood & Anxiety,Discovery Mood & Anxiety
KANSAS,Emberhope Youthville,Emberhope Youthville
KANSAS,Florence Crittenton Services of Topeka,Florence Crittenton Services of Topeka
KANSAS,Heartspring Residential School,Heartspring Residential School
KANSAS,House of Hope Kansas City,House of Hope Kansas City
KANSAS,Johnson County Adolescent Center for Treatment,Johnson County Adolescent Center for Treatment
KANSAS,Kansas Juvenile Correctional Complex,Kansas Juvenile Correctional Complex
KANSAS,Kansas Renewal Institute,Kansas Renewal Institute
KANSAS,KidsTLC PRTF,KidsTLC PRTF
KANSAS,King’s Achievement Center,King’s Achievement Center
KANSAS,Lakemary Center,Lakemary Center
KANSAS,Lakeside Academy of Kansas,Lakeside Academy of Kansas
KANSAS,Main Place Youth,Main Place Youth
KANSAS,New Hope Heartland,New Hope Heartland
KANSAS,Pathways Family Services - The Wright Place,Pathways Family Services - The Wright Place
KANSAS,Prairie View Turning Point PRTF,Prairie View Turning Point PRTF
KANSAS,Riverside Academy,Riverside Academy
KANSAS,St. John’s Military School,St. John’s Military School
KANSAS,Tipton Academy,Tipton Academy
KANSAS,Trego County Secure Care Center,Trego County Secure Care Center
KANSAS,Victory House Teen Challenge,Victory House Teen Challenge
KANSAS,White Rock Academy,White Rock Academy
KENTUCKY,Beulah Mountain Christian Academy,Beulah Mountain Christian Academy
KENTUCKY,Campbell Lodge Boys Home,Campbell Lodge Boys Home
KENTUCKY,Corner of Hope Recovery Center,Corner of Hope Recovery Center
KENTUCKY,Heartland Boys Academy,Heartland Boys Academy
KENTUCKY,Kentucky River Academy,Kentucky River Academy
KENTUCKY,Lincoln Trail Behavioral Health System,Lincoln Trail Behavioral Health System
KENTUCKY,Oneida Baptist Institute,Oneida Baptist Institute
KENTUCKY,Outwood,Outwood
KENTUCKY,Pilgrims Rest Ministry of Reconciliation,Pilgrims Rest Ministry of Reconciliation
KENTUCKY,Possibilities Unlimited,Possibilities Unlimited
KENTUCKY,Spectrum Care Academy,Spectrum Care Academy
KENTUCKY,The Cleveland Home,The Cleveland Home
LOUISIANA,Bossier Parish Juvenile Center,Bossier Parish Juvenile Center
LOUISIANA,Bridge City Center for Youth,Bridge City Center for Youth
LOUISIANA,Central LA Juvenile Justice,Central LA Juvenile Justice
LOUISIANA,Crossroads Youth Ranch,Crossroads Youth Ranch
LOUISIANA,Evangelhouse Christian Academy,Evangelhouse Christian Academy
LOUISIANA,Grace Christian Home and Academy,Grace Christian Home and Academy
LOUISIANA,Hope Youth Ranch,Hope Youth Ranch
LOUISIANA,Louis Jetson Center for Youth,Louis Jetson Center for Youth
LOUISIANA,Louisiana Baptist Children’s Home,Louisiana Baptist Children’s Home
LOUISIANA,Metanoia Manor,Metanoia Manor
LOUISIANA,Methodist Home of New Orleans,Methodist Home of New Orleans
LOUISIANA,New Bethany Home for Girls,New Bethany Home for Girls
LOUISIANA,New Orleans Youth Study Center,New Orleans Youth Study Center
LOUISIANA,Red River Academy,Red River Academy
LOUISIANA,Swanson Center for Youth - Columbia,Swanson Center for Youth - Columbia
LOUISIANA,Swanson Center for Youth - Monroe,Swanson Center for Youth - Monroe
MAINE,Beacon House,Beacon House
MAINE,Becket House at Belgrade,Becket House at Belgrade
MAINE,Bridge Crossing,Bridge Crossing
MAINE,Calais Children’s Residential,Calais Children’s Residential
MAINE,Connections for Kids - Park Place Gorham,Connections for Kids - Park Place Gorham
